exercise_id,exercise_name,exercise_aliases,movement_pattern,equipment,primary_muscles,secondary_muscles,stabilizing_muscles,muscle_subdivisions_emphasized,stability_demand,skill_requirement,systemic_fatigue_cost,local_fatigue_cost,joint_stress_considerations,recommended_rep_range_low,recommended_rep_range_high,acceptable_rep_range_low,acceptable_rep_range_high,recommended_sets_per_session_low,recommended_sets_per_session_high,weekly_set_contribution,recommended_rir_low,recommended_rir_high,recommended_rest_seconds_low,recommended_rest_seconds_high,preferred_progression_model,load_increase_criteria,rep_increase_criteria,set_increase_criteria,regression_criteria,deload_criteria,technique_quality_criteria,range_of_motion_criteria,primary_progression_metric,secondary_progression_metrics,normal_performance_variability,stall_definition,substitution_triggers,suggested_substitutions,top_set_backoff_suitability,recommended_load_increment,recommended_evaluation_window_sessions,cutting_adjustment,bulking_adjustment,direct_exercise_evidence,evidence_quality,confidence_rating,supporting_study_ids,notes
ex_leg_press,Leg Press,45 degree leg press,squat,machine,mg_quadriceps,mg_glutes_max|mg_adductors,trunk_and_joint_specific_stabilizers,mg_quadriceps,high,high,,high,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",8,15,6,25,2,5,1.0 to mg_quadriceps; 0.5 default to clearly loaded secondary muscles,1,4,120,300,dynamic_double_progression,All prescribed sets at 15 reps with target RIR and standardized execution for 2 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,estimated_1rm_with_technique_gate,load|repetitions|rir|range_of_motion|technique_quality,Treat approximately 2-5% e1RM or one rep as possible session noise; use multiple sessions.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,appropriate,1-5% or smallest practical increment,2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,moderate,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_hack_squat,Hack Squat,machine hack squat,squat,machine,mg_quadriceps,mg_glutes_max|mg_adductors,trunk_and_joint_specific_stabilizers,mg_quadriceps,high,high,,high,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",6,15,5,20,2,5,1.0 to mg_quadriceps; 0.5 default to clearly loaded secondary muscles,1,4,120,300,double_progression,All prescribed sets at 15 reps with target RIR and standardized execution for 2 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,estimated_1rm_with_technique_gate,load|repetitions|rir|range_of_motion|technique_quality,Treat approximately 2-5% e1RM or one rep as possible session noise; use multiple sessions.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,appropriate,1-5% or smallest practical increment,2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,moderate,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_bulgarian_split_squat,Bulgarian Split Squat,rear foot elevated split squat,lunge,dumbbells_or_barbell,mg_quadriceps,mg_glutes_max|mg_adductors,trunk_and_joint_specific_stabilizers,mg_quadriceps,high,high,,high,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",8,15,6,20,2,5,1.0 to mg_quadriceps; 0.5 default to clearly loaded secondary muscles,1,4,120,300,double_progression,All prescribed sets at 15 reps with target RIR and standardized execution for 2 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,estimated_1rm_with_technique_gate,load|repetitions|rir|range_of_motion|technique_quality,Treat approximately 2-5% e1RM or one rep as possible session noise; use multiple sessions.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,appropriate,1-5% or smallest practical increment,2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,moderate,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_leg_extension,Leg Extension,knee extension machine,knee_extension,machine,mg_quadriceps,,local_joint_stabilizers,mg_quadriceps,moderate,moderate,,moderate,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",10,20,8,30,2,6,1.0 to mg_quadriceps; 0.5 default to clearly loaded secondary muscles,0,3,60,180,dynamic_double_progression,All prescribed sets at 20 reps with target RIR and standardized execution for 1 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,repetitions_at_load_and_rir,load|repetitions|rir|range_of_motion|technique_quality,One repetition or one small machine increment may be noise; use the defined confirmation window.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,usually_unnecessary_but_permissible,"smallest available increment, preferably <=5%",2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,low,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_deadlift,Conventional Deadlift,deadlift,hinge,barbell,mg_spinal_erectors,mg_glutes_max|mg_hamstrings|mg_traps_upper|mg_forearms,trunk_and_joint_specific_stabilizers,mg_spinal_erectors,high,high,,high,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",3,6,1,10,2,5,1.0 to mg_spinal_erectors; 0.5 default to clearly loaded secondary muscles,1,4,180,360,load_first,All prescribed sets at 6 reps with target RIR and standardized execution for 3 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 3 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,estimated_1rm_with_technique_gate,load|repetitions|rir|range_of_motion|technique_quality,Treat approximately 2-5% e1RM or one rep as possible session noise; use multiple sessions.,"No improvement in reps, load, RIR, ROM, or execution across 4 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,appropriate,1-5% or smallest practical increment,3,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,moderate,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_romanian_deadlift,Romanian Deadlift,rdl,hinge,barbell_or_dumbbell,mg_hamstrings,mg_glutes_max|mg_spinal_erectors|mg_forearms,trunk_and_joint_specific_stabilizers,mg_hamstrings,high,high,,high,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",6,12,5,15,2,5,1.0 to mg_hamstrings; 0.5 default to clearly loaded secondary muscles,1,4,150,300,double_progression,All prescribed sets at 12 reps with target RIR and standardized execution for 2 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,estimated_1rm_with_technique_gate,load|repetitions|rir|range_of_motion|technique_quality,Treat approximately 2-5% e1RM or one rep as possible session noise; use multiple sessions.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,appropriate,1-5% or smallest practical increment,2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,moderate,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_good_morning,Good Morning,barbell good morning,hinge,barbell,mg_spinal_erectors,mg_hamstrings|mg_glutes_max,trunk_and_joint_specific_stabilizers,mg_spinal_erectors,high,high,,high,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",6,12,5,15,2,5,1.0 to mg_spinal_erectors; 0.5 default to clearly loaded secondary muscles,1,4,150,300,rep_first,All prescribed sets at 12 reps with target RIR and standardized execution for 3 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 3 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,estimated_1rm_with_technique_gate,load|repetitions|rir|range_of_motion|technique_quality,Treat approximately 2-5% e1RM or one rep as possible session noise; use multiple sessions.,"No improvement in reps, load, RIR, ROM, or execution across 4 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,appropriate,1-5% or smallest practical increment,3,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,moderate,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_hip_thrust,Barbell Hip Thrust,hip thrust,hip_extension,barbell_and_bench,mg_glutes_max,mg_hamstrings,trunk_and_joint_specific_stabilizers,mg_glutes_max,moderate,moderate,,high,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",6,15,5,20,2,5,1.0 to mg_glutes_max; 0.5 default to clearly loaded secondary muscles,0,3,120,240,double_progression,All prescribed sets at 15 reps with target RIR and standardized execution for 2 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,repetitions_at_load_and_rir,load|repetitions|rir|range_of_motion|technique_quality,One repetition or one small machine increment may be noise; use the defined confirmation window.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,appropriate,1-5% or smallest practical increment,2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,low,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_back_extension,45-Degree Back Extension,hyperextension,hinge,back_extension_bench,mg_spinal_erectors,mg_glutes_max|mg_hamstrings,trunk_and_joint_specific_stabilizers,mg_spinal_erectors,moderate,moderate,,high,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",8,20,6,30,2,5,1.0 to mg_spinal_erectors; 0.5 default to clearly loaded secondary muscles,0,3,90,210,rep_then_added_load,All prescribed sets at 20 reps with target RIR and standardized execution for 2 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,repetitions_at_load_and_rir,load|repetitions|rir|range_of_motion|technique_quality,One repetition or one small machine increment may be noise; use the defined confirmation window.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,appropriate,1-5% or smallest practical increment,2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,low,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_seated_leg_curl,Seated Leg Curl,seated hamstring curl,knee_flexion,machine,mg_hamstrings,,local_joint_stabilizers,mg_hamstrings,moderate,moderate,,moderate,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",8,15,6,25,2,6,1.0 to mg_hamstrings; 0.5 default to clearly loaded secondary muscles,0,3,75,180,dynamic_double_progression,All prescribed sets at 15 reps with target RIR and standardized execution for 1 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,repetitions_at_load_and_rir,load|repetitions|rir|range_of_motion|technique_quality,One repetition or one small machine increment may be noise; use the defined confirmation window.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,usually_unnecessary_but_permissible,"smallest available increment, preferably <=5%",2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,low,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_lying_leg_curl,Lying Leg Curl,prone hamstring curl,knee_flexion,machine,mg_hamstrings,,local_joint_stabilizers,mg_hamstrings,moderate,moderate,,moderate,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",8,15,6,25,2,6,1.0 to mg_hamstrings; 0.5 default to clearly loaded secondary muscles,0,3,75,180,dynamic_double_progression,All prescribed sets at 15 reps with target RIR and standardized execution for 1 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,repetitions_at_load_and_rir,load|repetitions|rir|range_of_motion|technique_quality,One repetition or one small machine increment may be noise; use the defined confirmation window.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,usually_unnecessary_but_permissible,"smallest available increment, preferably <=5%",2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,low,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_nordic_curl,Nordic Hamstring Curl,nordic curl,knee_flexion,bodyweight,mg_hamstrings,mg_calves_gastroc,trunk_and_joint_specific_stabilizers,mg_hamstrings,high,high,,high,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",4,10,2,15,2,5,1.0 to mg_hamstrings; 0.5 default to clearly loaded secondary muscles,1,4,120,240,rep_then_rom_then_load,All prescribed sets at 10 reps with target RIR and standardized execution for 3 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 3 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,estimated_1rm_with_technique_gate,load|repetitions|rir|range_of_motion|technique_quality,Treat approximately 2-5% e1RM or one rep as possible session noise; use multiple sessions.,"No improvement in reps, load, RIR, ROM, or execution across 4 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,appropriate,1-5% or smallest practical increment,3,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,moderate,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_hip_adduction_machine,Hip Adduction Machine,adductor machine,hip_adduction,machine,mg_adductors,,local_joint_stabilizers,mg_adductors,low,low,,moderate,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",10,25,8,30,2,6,1.0 to mg_adductors; 0.5 default to clearly loaded secondary muscles,0,3,60,150,dynamic_double_progression,All prescribed sets at 25 reps with target RIR and standardized execution for 1 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,repetitions_at_load_and_rir,load|repetitions|rir|range_of_motion|technique_quality,One repetition or one small machine increment may be noise; use the defined confirmation window.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,usually_unnecessary_but_permissible,"smallest available increment, preferably <=5%",2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,low,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_hip_abduction_machine,Hip Abduction Machine,abductor machine,hip_abduction,machine,mg_abductors,,local_joint_stabilizers,mg_abductors,low,low,,moderate,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",10,30,8,35,2,6,1.0 to mg_abductors; 0.5 default to clearly loaded secondary muscles,0,3,60,150,dynamic_double_progression,All prescribed sets at 30 reps with target RIR and standardized execution for 1 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,repetitions_at_load_and_rir,load|repetitions|rir|range_of_motion|technique_quality,One repetition or one small machine increment may be noise; use the defined confirmation window.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,usually_unnecessary_but_permissible,"smallest available increment, preferably <=5%",2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,low,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_cable_hip_abduction,Cable Hip Abduction,standing cable abduction,hip_abduction,cable,mg_abductors,,local_joint_stabilizers,mg_abductors,low,low,,moderate,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",12,30,10,35,2,6,1.0 to mg_abductors; 0.5 default to clearly loaded secondary muscles,0,3,60,150,rep_first,All prescribed sets at 30 reps with target RIR and standardized execution for 1 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,repetitions_at_load_and_rir,load|repetitions|rir|range_of_motion|technique_quality,One repetition or one small machine increment may be noise; use the defined confirmation window.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,usually_unnecessary_but_permissible,"smallest available increment, preferably <=5%",2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,low,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
