exercise_muscle_map_id,exercise_id,muscle_group_id,programming_family_id,relationship_type,loading_role,range_of_motion_role,fractional_set_credit,local_fatigue_weight,evidence_basis,evidence_notes,supporting_study_ids,confidence_rating,review_status,taxonomy_version,last_reviewed_date
emm_0091,ex_deadlift,mg_spinal_erectors,spinal_erectors,isometric_stabilizing_load,isometric,none_isometric,0,0.9,high_isometric_trunk_extension_demand,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0041,moderate,reviewed,2.1.0,2026-07-12
emm_0092,ex_deadlift,mg_traps_upper,traps,isometric_stabilizing_load,isometric,none_isometric,0,0.6,isometric_scapular_and_shoulder_girdle_loading,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,low,reviewed,2.1.0,2026-07-12
emm_0093,ex_deadlift,mg_upper_back,upper_back,isometric_stabilizing_load,isometric,none_isometric,0,0.5,isometric_scapular_and_thoracic_stabilization,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,low,reviewed,2.1.0,2026-07-12
emm_0094,ex_deadlift,mg_forearms,forearms,isometric_stabilizing_load,isometric,none_isometric,0,0.8,isometric_grip_demand,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0095,ex_romanian_deadlift,mg_hamstrings,hamstrings,direct_load,dynamic,meaningful,1,1,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0096,ex_romanian_deadlift,mg_glutes_max,glutes,meaningful_fractional_load,dynamic,meaningful,0.5,0.5,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0097,ex_romanian_deadlift,mg_spinal_erectors,spinal_erectors,isometric_stabilizing_load,isometric,none_isometric,0,0.8,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0098,ex_romanian_deadlift,mg_forearms,forearms,isometric_stabilizing_load,isometric,none_isometric,0,0.7,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0099,ex_good_morning,mg_hamstrings,hamstrings,direct_load,dynamic,meaningful,1,1,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0100,ex_good_morning,mg_glutes_max,glutes,meaningful_fractional_load,dynamic,meaningful,0.5,0.5,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0101,ex_good_morning,mg_spinal_erectors,spinal_erectors,isometric_stabilizing_load,isometric,none_isometric,0,0.9,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0102,ex_hip_thrust,mg_glutes_max,glutes,direct_load,dynamic,meaningful,1,1,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0103,ex_hip_thrust,mg_hamstrings,hamstrings,minor_incidental_load,dynamic,meaningful,0,0,hamstrings_contribute_but_net_length_change_is_limited,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0104,ex_back_extension,mg_spinal_erectors,spinal_erectors,direct_load,dynamic,meaningful,1,1,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0105,ex_back_extension,mg_glutes_max,glutes,meaningful_fractional_load,dynamic,meaningful,0.5,0.5,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0106,ex_back_extension,mg_hamstrings,hamstrings,meaningful_fractional_load,dynamic,meaningful,0.25,0.5,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0107,ex_seated_leg_curl,mg_hamstrings,hamstrings,direct_load,dynamic,meaningful,1,1,declared_target_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0108,ex_lying_leg_curl,mg_hamstrings,hamstrings,direct_load,dynamic,meaningful,1,1,declared_target_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0109,ex_nordic_curl,mg_hamstrings,hamstrings,direct_load,dynamic,meaningful,1,1,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0110,ex_nordic_curl,mg_calves_gastroc,calves,minor_incidental_load,dynamic,meaningful,0,0,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0111,ex_hip_adduction_machine,mg_adductors,adductors,direct_load,dynamic,meaningful,1,1,declared_target_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0112,ex_hip_abduction_machine,mg_abductors,abductors,direct_load,dynamic,meaningful,1,1,declared_target_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0113,ex_cable_hip_abduction,mg_abductors,abductors,direct_load,dynamic,meaningful,1,1,declared_target_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0114,ex_standing_calf_raise,mg_calves_gastroc,calves,direct_load,dynamic,meaningful,1,1,declared_target_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0115,ex_standing_calf_raise,mg_calves_soleus,calves,meaningful_fractional_load,dynamic,meaningful,0.5,0.5,declared_secondary_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,low,reviewed,2.1.0,2026-07-12
emm_0116,ex_seated_calf_raise,mg_calves_soleus,calves,direct_load,dynamic,meaningful,1,1,declared_target_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0117,ex_seated_calf_raise,mg_calves_gastroc,calves,meaningful_fractional_load,dynamic,meaningful,0.5,0.5,declared_secondary_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,low,reviewed,2.1.0,2026-07-12
emm_0118,ex_leg_press_calf_raise,mg_calves_gastroc,calves,direct_load,dynamic,meaningful,1,1,declared_target_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0119,ex_leg_press_calf_raise,mg_calves_soleus,calves,meaningful_fractional_load,dynamic,meaningful,0.5,0.5,declared_secondary_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,low,reviewed,2.1.0,2026-07-12
emm_0120,ex_incline_dumbbell_curl,mg_biceps,biceps,direct_load,dynamic,meaningful,1,1,declared_target_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0121,ex_incline_dumbbell_curl,mg_forearms,forearms,meaningful_fractional_load,dynamic,meaningful,0.5,0.5,declared_secondary_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,low,reviewed,2.1.0,2026-07-12
emm_0122,ex_preacher_curl,mg_biceps,biceps,direct_load,dynamic,meaningful,1,1,declared_target_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0123,ex_preacher_curl,mg_forearms,forearms,meaningful_fractional_load,dynamic,meaningful,0.5,0.5,declared_secondary_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,low,reviewed,2.1.0,2026-07-12
emm_0124,ex_cable_curl,mg_biceps,biceps,direct_load,dynamic,meaningful,1,1,declared_target_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0125,ex_cable_curl,mg_forearms,forearms,meaningful_fractional_load,dynamic,meaningful,0.5,0.5,declared_secondary_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,low,reviewed,2.1.0,2026-07-12
emm_0126,ex_hammer_curl,mg_biceps,biceps,direct_load,dynamic,meaningful,1,1,declared_target_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0127,ex_hammer_curl,mg_forearms,forearms,meaningful_fractional_load,dynamic,meaningful,0.5,0.5,declared_secondary_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,low,reviewed,2.1.0,2026-07-12
emm_0128,ex_cable_pushdown,mg_triceps,triceps,direct_load,dynamic,meaningful,1,1,declared_target_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0129,ex_overhead_cable_extension,mg_triceps,triceps,direct_load,dynamic,meaningful,1,1,declared_target_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0130,ex_close_grip_bench_press,mg_triceps,triceps,direct_load,dynamic,meaningful,1,1,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0131,ex_close_grip_bench_press,mg_chest_sternal,chest,meaningful_fractional_load,dynamic,meaningful,0.5,0.5,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0132,ex_close_grip_bench_press,mg_front_delts,front_delts,meaningful_fractional_load,dynamic,meaningful,0.25,0.5,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0133,ex_wrist_curl,mg_forearms,forearms,direct_load,dynamic,meaningful,1,1,declared_target_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0134,ex_reverse_wrist_curl,mg_forearms,forearms,direct_load,dynamic,meaningful,1,1,declared_target_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0135,ex_farmers_carry,mg_forearms,forearms,isometric_stabilizing_load,isometric,none_isometric,0,1,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0136,ex_farmers_carry,mg_traps_upper,traps,isometric_stabilizing_load,isometric,none_isometric,0,0.8,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0137,ex_farmers_carry,mg_obliques,obliques,isometric_stabilizing_load,isometric,none_isometric,0,0.6,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0138,ex_farmers_carry,mg_spinal_erectors,spinal_erectors,isometric_stabilizing_load,isometric,none_isometric,0,0.5,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0139,ex_cable_crunch,mg_abdominals,abs,direct_load,dynamic,meaningful,1,1,declared_target_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0140,ex_hanging_leg_raise,mg_abdominals,abs,direct_load,dynamic,meaningful,1,1,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0141,ex_hanging_leg_raise,mg_forearms,forearms,isometric_stabilizing_load,isometric,none_isometric,0,0.5,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0142,ex_ab_wheel,mg_abdominals,abs,direct_load,mixed,meaningful,1,1,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0143,ex_ab_wheel,mg_lats,lats,isometric_stabilizing_load,isometric,none_isometric,0,0.4,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0144,ex_pallof_press,mg_obliques,obliques,isometric_stabilizing_load,isometric,none_isometric,0,0.8,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0145,ex_pallof_press,mg_abdominals,abs,isometric_stabilizing_load,isometric,none_isometric,0,0.5,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0146,ex_side_plank,mg_obliques,obliques,isometric_stabilizing_load,isometric,none_isometric,0,0.8,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0147,ex_side_plank,mg_abductors,abductors,isometric_stabilizing_load,isometric,none_isometric,0,0.5,anatomy_biomechanics_and_exercise_family_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0148,ex_neck_flexion,mg_neck_flexors,neck,direct_load,dynamic,meaningful,1,1,declared_target_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0149,ex_neck_extension,mg_neck_extensors,neck,direct_load,dynamic,meaningful,1,1,declared_target_plus_anatomy_and_movement_pattern_review,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0150,ex_cable_woodchop,mg_obliques,obliques,direct_load,dynamic,meaningful,1,1,dynamic_resisted_trunk_rotation_anatomy_and_movement_pattern_inference,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,moderate,reviewed,2.1.0,2026-07-12
emm_0151,ex_cable_woodchop,mg_abdominals,abs,meaningful_fractional_load,dynamic,meaningful,0.25,0.5,trunk_flexion_and_bracing_contribution_varies_with_cable_path,"Set credit is an interpretable programming model, not a scientifically proven physiological constant.",stu_0001|stu_0009|stu_0010|stu_0011,low,reviewed,2.1.0,2026-07-12
